evhi;42;C2
0;true
1;false
2;true
3;false
4;false
5;false
6;false
7;false
8;false
9;false
10;false
11;true
12;true
13;true
14;false
15;true
16;false
17;false
18;true
19;true
20;false
21;true
22;true
23;false
24;true
25;false
26;true
27;false
28;true
29;true
30;false
31;true
32;true
33;true
34;true
35;false
36;true
37;true
38;true
39;false
40;true
41;true
42;true
43;true
44;true
45;true
46;true
47;true
48;true
49;true
50;true
51;true
52;true
53;true
54;true
55;true
56;true
57;true
58;true
59;true
60;true
61;true
62;true
63;true
64;true
65;false
66;false
67;false
68;false
69;false
70;false
71;false
72;false
73;false
74;false
75;false
76;false
77;false
78;false
79;false
80;false
81;false
82;false
83;false
84;false
85;false
86;false
87;false
88;false
89;false
